"","x"
"1",0.269560652731721
"2",0.564494904344224
"3",0.91361148492506
"4",0.790377450516722
"5",0.059490699375179
"6",0.481092094638363
"7",0.00429184245626273
"8",0.0413267587993494
"9",0.00163942975145557
"10",0.225416759702096
"11",0.0175405398425895
"12",8.94646131438647e-05
"13",0.347933100467381
"14",2.06406853608108e-06
"15",6.17404817554044e-07
"16",0.00022977261823663
"17",0.00696722141064949
"18",0.0202303183254943
"19",0.00313327380543673
"20",0.0061439684266808
"21",0.0322947649105386
"22",0.235678946917409
"23",0.133667946750248
"24",0.0876414189928253
"25",0.823705676614557
"26",3.07028535419109e-08
"27",0.484554530712968
"28",0.525085902265701
"29",0.00168018092612866
"30",0.0014233847140843
"31",0.000295882426714894
"32",0.88311780755403
"33",0.000256444964435631
"34",0.000570402821292359
"35",0.465175160342613
"36",0.860592837495285
"37",0.952860197197785
"38",0.0191243806777526
"39",0.233304978480586
"40",8.92960909014409e-09
"41",8.018936108517e-05
"42",0.762220993706096
"43",0.224507740648908
"44",0.539983681593288
"45",4.03314393959076e-05
"46",0.00146643568626824
"47",0.568333205172442
"48",0.506546082626853
"49",0.992476450701361
"50",0.0792014119058836
"51",7.02322993451378e-06
"52",0.25057776649841
"53",0.823394689554259
"54",3.01664352372385e-08
"55",0.978840068143203
"56",0.728964160979725
"57",0.644926682251045
"58",1.50073127111866e-05
"59",0.0516470430823067
"60",0.0004888684193738
"61",0.544909409622046
"62",0.68158331713527
"63",0.0179480441245856
"64",0.875888764511773
"65",0.954127196520189
"66",0.495026379627866
"67",0.0120308966306812
"68",0.225146580780714
"69",0.806080516790808
"70",0.0378108674078509
"71",1.54603727387701e-05
"72",3.66746230172973e-05
"73",2.66786229240345e-06
"74",0.584618570213369
"75",0.000132616404315576
"76",0.249128357247327
"77",0.000719791719958374
"78",0.0900942359389143
"79",0.0443120408863831
"80",0.590449766509045
"81",0.0648550308275091
"82",0.588646147500707
"83",0.897695717909019
"84",3.01288129318864e-08
"85",0.000528036348877144
"86",0.241147920019587
"87",0.0234359686074826
"88",8.48030120362778e-06
"89",0.0168493905069939
"90",0.0755293579346773
"91",1.07620958733743e-05
"92",1.94127440177272e-05
"93",0.156397398465509
"94",0.164818938839486
"95",0.000349960467375973
"96",0.00252437649611033
"97",0.921442429105779
"98",0.00466073137677099
"99",0.167557153970276
"100",0.0051235039765743
"101",0.0360578288967402
"102",0.356099703179695
"103",0.677188787495653
"104",8.70751848907093e-07
"105",0.32008870595574
"106",1.65553434099495e-08
"107",0.31362441406387
"108",0.174991738446857
"109",7.24444283684577e-10
"110",1.5588681545011e-05
"111",0.142666423945144
"112",0.00156398877009028
"113",0.335661630600385
"114",1.7086058409142e-05
"115",0.497760637046741
"116",0.17041554767021
"117",0.0121091475032787
"118",0.210355231558072
"119",0.0168920758258373
"120",0.563293251192219
"121",0.192682577253586
"122",2.98873573914668e-12
"123",7.9906037028776e-05
"124",0.0435181841205749
"125",0.0785657979344277
"126",0.0103138419134785
"127",0.0183921099371769
"128",0.028248255986233
"129",7.80961904025974e-08
"130",0.0973033031245054
"131",0.0568719622882253
"132",0.0557630719864722
"133",0.0653136549843226
"134",0.0252677687106404
"135",0.031022908594563
"136",0.731663821457354
"137",8.73862346541149e-14
"138",0.30431688355267
"139",0.0211975360535573
"140",2.10112082063476e-14
"141",0.0635501384086901
"142",5.05471740014234e-05
"143",0.626314305518599
"144",0.000995094587960144
"145",0.0413973107437271
"146",1.54873006348806e-16
"147",0.0763265396731791
"148",0.000241244356899956
"149",0.227678222534325
"150",0.00637665356788278
"151",4.06924829293548e-17
"152",0.369900215574374
"153",2.44994097246528e-05
"154",0.0963814667764644
"155",0.304495864227649
"156",0.000640905426532718
"157",0.506910293838221
"158",0.0493542015162605
"159",0.112980789639764
"160",0.00893148986876323
"161",0.000272473271922592
"162",0.00487971201262955
"163",0.00654578861214797
"164",0.00033121150344609
"165",2.85956284828496e-32
"166",5.74412367429769e-05
"167",0.000107562861441391
"168",6.90389222530762e-05
"169",0.000381326077187959
"170",0.194517326536307
"171",0.601197956450536
"172",0.000156458948747597
"173",0.458399780887775
"174",0.0178203180569278
"175",0.246197456671459
"176",4.44606230873397e-21
