"","PON1","NRXN1","APOBEC2","AP3B2","CST5","GCGR","GFRA3","LMO1","CHRNA4","GABRR1","GAP43","SOD3","TMEM61","GHRH","PAK3","FRMPD4","STMN4","HCN4","ADCY2","SERPINA5","ASB4","SCG5","KCNMB2","MGAT4C","GRIA3","ATP1A2","HAND2","LCN12","SYNGR4","GRIN1","SCGN","MB","NEUROG1","DIRAS3","DSCAML1","KCNC1","PKIB","COL22A1","HAPLN2","SLC4A10","TTBK1","KCNK3","RIPPLY2","KCNJ4","RALYL","RXRG","CELF4","LHFPL5","MS4A8","RNF182","C2CD4B","GRIA2","DCX","CADM2","ZFR2","CPNE4","TCEAL5","CST2","HEPACAM","KCNA1","PCDHA8","NOVA1","PLP1","SNAP91","ONECUT2","KCNB1","C22ORF42","TAGLN3","EPHA8","PCDHB1","RGS8","GPC5","TMEM114","SYT13","GP2","VWC2L","CACNG2","COL20A1","GHSR","ZDHHC22","SOX1","AMER3","SPHKAP","C8ORF86"
"TCGA.58.8387.01A0",0,7,0,66,0,0,27,8,2,42,293,247,8,0,7,1,1,1,20,1,2,113,30,5,0,3,11,35,3,15,0,23,0,13,4,7,79,419,1,8,88,9,17,5,4,6,9,0,3,197,21,2,0,2,2,21,59,23,1,1,1,61,2,9,34,2,0,8,88,0,4,2,1,5,0,0,2,2,1,0,15,0,1,0
"TCGA.22.5480.01A0",15,298,9,671,11,4,50,18,6,2,872,887,20,0,2798,253,4,5,1831,24,17,130,18,8,609,37,160,46,4,146,0,126,0,98,179,24,272,3496,3,0,84,197,6,1,0,17,27,13,34,420,90,0,3062,21,478,39,0,92,11,4,7,67,31,349,315,9,0,198,427,9,68,105,39,765,422,1,1,0,2,3,478,0,0,51
"TCGA.22.1005.01A0",249,10,5,49,3,25,199,17,0,11,63,1762,39,0,49,4,1,46,56,205,16,581,27,5,7,105,0,42,2,5,2,226,0,37,64,0,616,250,3,4,23,247,0,3,4,32,40,21,904,40,71,13,2,3,8,81,3,111,2,20,2,15,2,4,53,59,0,7,4,20,1,11,1,651,3,4,0,0,0,0,0,1,0,1
"TCGA.22.5485.01A0",7,47,9,2492,15,3,194,75,9,298,55,855,133,2,13,420,1,3,1,8,30,104,34,4,21,21,0,16,8,69,0,21,21,234,31,15,160,15,4,2,13,564,1,2,5,108,49,4,11,28,118,2,1,3,1,47,2,2,0,1,0,8,2,1,319,9,2,2,1,0,3,525,0,317,0,0,0,4,0,2,1,0,1,0
"TCGA.56.A4BX.01A0",8,16,4,1123,0,285,30,229,3,653,61,317,11,4,5,3,6,1,452,46,23,56,384,15,6,114,1,18,6,40,0,33,0,9,3,61,153,2,7,1,8,208,160,5,6,4,6,11,5,15,15,12,8,7,1,27,21,4,139,2,0,100,98,114,171,61,3,2,1,4,0,5,2,4,0,1,24,7,4,303,0,6,0,1
"TCGA.43.6647.01A0",8,2,3,4160,7,2,37,9,8,460,541,1337,32,0,95,274,2,8,111,79,53,404,9,78,134,11,3,7,5,43,0,18,0,90,30,1,175,2913,16,6,64,226,3,52,1,26,101,4,0,30,177,503,0,1,12,127,15,89,0,1,6,5,25,11,137,4,1,94,1,0,8,7,42,3,0,0,1,0,0,1,0,3,0,0
"TCGA.NK.A5CX.01A0",7,13,3,66,10,61,114,68,1,139,10,684,21,0,25,30,3,4,97,7,8,113,30,2,15,35,0,43,1,4,0,208,1,23,6,15,126,47,5,9,85,89,40,0,2,18,25,0,42,6,98,1,1,6,4,37,5,123,0,0,0,9,3,2,18,1,0,15,1,0,1,6,3,28,0,0,0,1,2,3,0,0,0,0
"TCGA.85.8664.01A0",4,905,4,1061,1,1,264,56,3,0,217,79,53,0,285,80,0,229,25,16,12,13,27,10,3,2,30,94,10,51,0,71,2,16,33,23,479,3629,2,1,34,6196,32,6,0,2,71,1,0,0,1094,15,2,0,6,3,1,23,6,1,4,40,0,6,267,6,0,51,8,1,2,4,1,4,0,0,0,2,1,3,240,0,0,0
"TCGA.77.A5G6.01A0",9,150,4,327,1,23,34,94,25,570,1137,188,7,0,4,61,12,2,827,1,30,15,55,3,13,15,57,17,1,1,1,42,0,39,39,140,318,118,4,0,15,454,1,6,80,8,114,6,5,148,17,40,4,8,13,261,75,21,2,101,1,51,2,16,222,24,0,3,3,1,0,4,4,317,0,2,0,1,0,0,30,0,56,1
"TCGA.56.7221.01A0",6,21,5,146,5,25,15,12,2,486,222,418,20,67,11,1,0,74,46,30,28,92,80,11,28,82,4,10,8,74,4,189,0,27,53,3,289,43,12,0,10,222,203,3,7,32,37,6,2140,23,64,2,12,1,11,40,17,15,0,4,1,205,4,92,177,128,1,50,0,31,0,10,3,15,1,5,1,3,0,3,7,2,2,0
"TCGA.18.3407.01A0",9,4,5,18,2,49,165,73,1,115,18,1183,8,0,37,0,4,4,12,139,4,188,28,0,23,40,2,28,1,57,0,37,0,49,8,0,80,108,3,9,32,142,33,1,0,21,42,3,31,26,63,5,2,8,3,11,0,2,2,2,5,9,2,2,173,4,1,2,6,1,3,92,0,1,1,1,0,1,0,0,0,1,0,1
"TCGA.J1.A4AH.01A0",9,103,2,488,0,8,75,8,11,33,82,212,15,15,16,24,9,2,76,42,3,40,63,16,7,40,16,64,21,18,1,2,0,30,10,16,23,39,11,2,37,11,15,20,0,18,40,0,3,47,5,27,11,30,2,84,2,3,5,2,2,64,103,188,151,24,3,18,7,5,1,86,1,114,0,0,23,7,0,47,0,1,11,1
"TCGA.18.5592.01A0",0,13,6,943,0,330,27,31,42,232,15,370,81,0,12,1,0,1,75,37,4,40,8,3,5,7,25,8,5,11,0,3,26,25,5,18,51,30,8,0,40,23,92,1,2,9,9,1,11,7,13,5,0,26,1,3,0,0,1,0,40,40,0,20,103,3,0,13,0,8,3,374,0,215,0,0,0,3,0,3,154,0,2,0
"TCGA.43.3920.01A0",26,5765,3,351,3,46,64,15,23,74,345,168,21,8,111,107,2,0,1805,26,64,362,104,20,57,15,317,10,5,2,0,232,1,162,7,68,436,57,3,35,37,270,217,2,1,103,327,5,11,596,18,88,13,11,20,507,52,113,0,80,2,172,12,11,81,42,4,396,1,0,2,4,919,761,0,0,0,5,0,0,0,1,436,3
"TCGA.85.6175.01A0",12,6,8,401,30,21,247,7,2,3,53,1862,57,0,366,6,1,11,232,136,20,609,4,2,203,47,0,15,4,49,2,113,0,146,39,17,819,3461,1,6,71,524,0,0,0,21,31,7,27,78,63,2,2,23,34,34,12,1487,0,67,3,51,30,5,133,37,0,5,7,3,6,34,3,15,1,2,1,6,0,89,1,0,2,0
"TCGA.63.A5MR.01A0",6,2,1,353,0,15,11,3,4,126,153,257,16,0,10,2,3,2,5,49,12,160,13,5,15,4,4,13,15,20,0,16,2,26,7,4,55,611,4,1,16,39,13,4,2,11,10,2,7,15,18,4,2,0,2,21,2,0,1,1,0,21,5,3,46,3,0,300,6,1,1,2,9,107,1,0,0,9,0,0,1,0,2,0
"TCGA.60.2706.01A0",12,5,4,11,0,10,80,1,57,6,10,1630,49,0,31,2,2,1,7,8,17,1328,9,11,10,128,2,7,4,349,0,882,0,18,2,1,573,74,4,2,20,101,0,3,0,9,43,25,33,18,39,37,0,2,2,55,1,2,1,0,0,535,4,2,18,21,0,1,1,0,12,5,3,6,0,0,1,1,0,0,1,0,23,44
"TCGA.60.2712.01A0",17,63,9,401,4,3,59,20,1,341,715,1273,5,0,40,5,9,2,169,27,15,206,37,0,21,21,2,44,8,8,0,156,1,30,31,4,114,835,9,4,39,139,6,4,0,26,303,15,17,51,32,1,1,63,6,15,0,79,4,3,3,26,596,5,28,7,0,2,13,0,7,21,7,5,6,1,2,0,0,0,0,0,0,0
"TCGA.94.7943.01A0",34,15,15,625,12,2,238,86,2,66,12,1358,178,3,67,49,2,43,16,186,12,930,35,3,13,115,2,94,3,32,2,2986,1,21,80,21,1127,1148,23,1,59,1510,15,3,1,20,25,196,126,60,95,1,12,0,0,23,7,113,0,0,1,15,3,3,47,10,2,6,61,4,4,16,0,146,0,1,1,2,0,0,0,0,0,21
"TCGA.77.7337.01A0",0,232,0,122,0,47,128,12,2,103,113,676,9,2,24,21,0,1,327,42,2,184,28,59,59,6,9,4,4,15,0,42,1,32,8,8,98,165,2,6,35,43,28,1,61,0,67,9,2,7,21,10,1,20,2,2,17,30,0,9,4,80,212,21,160,47,0,9,2,1,15,0,0,3,0,0,1,0,0,3,0,0,0,0
"TCGA.60.2703.01A0",27,12,7,49,0,5,101,0,1,15,98,250,4,0,40,8,5,0,98,184,11,374,16,18,40,1,56,21,1,7,0,28,0,61,4,1,270,131,1,4,6,108,13,4,7,0,146,8,0,80,5,25,3,23,1,30,8,8,1,5,0,18,13,6,205,2,0,30,1,1,1,15,0,66,0,1,0,0,0,7,0,0,1,0
"TCGA.66.2769.01A0",13,1605,9,368,8,1,63,18,0,69,400,1819,7,0,113,9,0,2,42,71,31,341,24,37,85,23,4,15,4,17,0,37,0,74,63,2,1047,2502,4,13,18,323,0,2,2,35,12,1,10,32,73,12,1,1,10,15,4,158,0,4,1,21,6,4,97,8,1,5,2,0,8,10,3,2,5,0,0,0,0,0,122,0,1,0
"TCGA.52.7622.01A0",18,148,20,206,16,40,570,15,5,171,35,1430,75,2,160,2,7,5,30,50,16,171,44,60,24,148,1,33,3,46,1,84,10,88,30,5,293,335,4,4,50,671,5,5,6,89,34,0,56,50,479,2,3,6,15,60,4,55,1,0,1,184,4,26,124,16,2,11,3,6,15,120,4,1499,3,0,4,2,1,1,1,2,2,0
"TCGA.77.A5G3.01A0",4,8,2,628,0,28,353,20,6,495,300,160,15,9,51,1,34,0,222,2,13,97,71,2,23,2,13,61,3,68,0,63,0,16,27,5,30,440,2,8,39,13,3,3,2,8,7,2,0,21,21,2,3,3,4,94,0,27,2,2,1,47,15,35,40,18,2,40,8,2,6,0,0,317,0,0,0,47,0,0,64,2,0,3
"TCGA.60.2708.01A0",0,257,4,110,2,15,121,23,34,165,211,630,5,0,87,211,2,7,287,31,8,921,34,520,327,23,15,2,5,10,2,188,0,37,4,40,438,111,1,61,15,122,3,1,40,86,7,0,9,65,119,6,74,15,5,203,15,24,1,494,0,42,486,26,126,1,2,80,40,0,6,1,105,298,4,0,37,5,0,1,0,0,1,1
"TCGA.O2.A52N.01A0",5,85,7,330,1,414,42,43,3,35,228,425,74,0,13,1,5,1,3,26,4,121,9,398,3,8,2,92,2,110,0,9,1,21,20,4,118,10998,4,3,24,79,196,5,18,4,21,11,0,49,37,74,0,59,21,40,2,8,2,3,4,3,1,12,37,4,0,3,21,3,10,2,46,196,0,1,0,6,0,5,6,1,0,0
"TCGA.66.2765.01A0",13,0,4,547,9,18,84,9,5,565,3,1407,37,0,18,10,2,0,9,79,3,122,5,0,11,49,1,4,3,15,0,20,0,13,4,1,222,4125,0,5,21,374,0,1,0,23,6,0,15,23,34,0,0,0,6,16,0,9,0,1,1,8,0,6,4,2,0,6,6,0,5,13,2,4,0,0,1,0,0,1,0,0,0,0
"TCGA.68.A59I.01A0",7,2430,4,1480,1,374,287,2,6,208,79,1082,25,0,113,189,71,5,775,98,18,99,18,177,74,412,61,85,1,42,2,117,2,95,33,134,3230,82,23,11,37,136,2,7,1,55,108,0,117,15,158,92,268,30,282,26,12,31,20,584,1,98,1744,30,7,13,0,23,4,3,5,7,1,9,2,2,1,24,1,30,1,6,4,1
"TCGA.37.3789.01A0",15,2,4,63,2,24,43,28,1,28,81,303,17,0,8,1,1,5,6,142,5,364,40,1,25,5,1,12,10,43,2,280,0,111,23,3,471,879,6,8,20,6,17,5,0,3,8,21,17,287,18,6,0,0,7,6,4,6,0,8,0,12,8,5,17,8,3,457,76,1,18,4,9,215,0,0,0,6,0,3,0,1,6,0
"TCGA.34.5231.01A0",2,9673,20,178,5,318,40,1,74,37,131,752,10,567,31,0,8,17,161,31,7,136,113,1096,81,39,84,33,564,271,0,61,0,42,47,20,203,261,40,106,44,55,74,10,3,9,7,8,368,30,51,31,2,126,25,4,7,79,37,12,1,194,40,8,367,42,4,2,11,6,2,10,259,16,9,1,2,21,0,1,130,3,0,2
"TCGA.85.A4QQ.01A0",30,3,1,42,0,7,7,115,2,78,238,166,16,1,10,15,9,5,259,15,21,327,15,2,11,4,2,8,2,33,1,130,0,15,21,2,236,24,6,0,7,5,0,0,1,0,8,5,248,30,25,2,0,1,5,3,0,8,0,0,0,21,10,4,2,7,0,13,1,4,1,0,0,8,2,3,0,1,0,1,0,0,2,0
"TCGA.52.7812.01A0",71,1,4,10,3,1,115,6,0,1,28,912,16,0,52,0,0,1,9,122,3,537,1,1,2,23,1,26,18,79,2,337,1,71,6,1,535,95,2,15,27,103,0,0,2,1,46,6,3,18,47,1,0,0,5,1065,0,23,0,0,4,249,1,2,47,4,1,10,1,9,7,10,0,84,2,0,0,5,0,0,0,0,0,1
"TCGA.77.8136.01A0",0,5,3,741,0,8,80,33,1,248,422,1061,46,0,26,6,0,2,247,6,7,163,16,2,61,8,40,7,11,4,0,122,0,23,12,2,194,57,3,8,35,53,7,2,0,10,23,40,43,68,37,5,2,0,6,43,3,11,0,5,0,11,4,124,55,7,1,20,2,5,1,2,4,5,10,1,0,0,1,0,0,0,0,0
"TCGA.66.2755.01A0",7,850,9,644,1,12,8,0,5,292,293,797,1,9,74,13,0,9,103,34,6,122,23,30,30,44,1,9,7,153,0,35,2,61,27,3,188,541,2,3,47,175,12,0,0,6,6,3,3,306,49,10,78,39,8,4,0,922,25,7,0,249,15,222,52,1,0,6,2,0,498,51,104,1,16,0,0,0,0,5,2,0,2,0
"TCGA.63.A5MG.01A0",4,47,4,557,4,178,42,31,0,101,42,561,8,0,23,2,2,1,133,31,5,95,23,1,3,30,0,21,1,12,0,181,0,25,10,17,238,42,1,25,28,115,0,5,3,7,30,5,46,11,30,49,0,6,3,8,0,63,1,2,1,94,0,5,229,9,0,1,1,0,0,2,3,0,0,3,1,3,1,8,0,0,0,0
"TCGA.37.3792.01A0",6,0,1,198,0,3,10,51,1,3,6,586,42,0,278,0,1,51,4,30,4,104,0,175,10,7,0,44,17,57,0,371,0,61,11,4,1012,1279,3,23,24,481,2,0,0,11,5,42,5,20,113,110,0,21,2,15,3,8,0,1,8,16,1,61,40,293,0,16,4,37,2,94,1,23,0,0,1,5,1,20,0,1,1,0
"TCGA.98.8021.01A0",11,384,16,549,2,118,242,23,21,308,320,1023,42,0,18,15,3,10,268,6,23,153,18,236,30,71,6,69,2,98,0,84,4,61,30,20,380,2925,6,4,86,264,13,15,43,42,158,5,20,133,177,6,3,43,35,143,18,57,1,34,6,56,64,60,139,8,0,33,42,4,3,23,3,567,0,1,2,85,0,2,0,6,12,0
"TCGA.85.8277.01A0",6,5,6,1190,1,21,43,21,2,135,4,280,55,0,13,288,7,2,68,40,6,64,11,30,15,3,74,30,6,16,0,15,2,10,6,7,55,80,9,1,28,64,24,1,0,6,6,1,24,10,16,9,0,2,2,519,0,4,0,2,0,26,0,64,49,20,0,8,23,2,3,3,3,341,0,0,23,21,1,0,55,1,0,0
"TCGA.60.2710.01A0",4,47,3,265,27,3,295,71,5,115,101,1316,33,3,42,0,2,8,81,16,20,111,71,10,10,68,0,10,5,56,1,26,0,87,21,1,226,168,6,4,319,661,2,1,3,80,23,6,15,710,26,1,1,21,6,13,1,113,4,0,3,49,3,4,149,9,1,68,4,3,6,40,6,30,2,0,16,1,0,5,0,1,5,2
"TCGA.34.5241.01A0",15,23,8,976,4,0,105,10,2,188,49,1905,13,0,26,35,2,4,519,108,15,573,53,12,34,103,44,17,15,1,2,168,4,49,8,3,407,53,7,15,25,270,52,3,3,52,56,7,75,64,245,5,0,9,15,34,15,136,0,2,3,8,30,26,8,8,0,37,10,1,1,20,33,148,0,0,0,1,1,0,0,0,1,0
"TCGA.18.3411.01A0",3,15,1,1113,7,12,274,129,0,171,68,461,40,3,21,5,1,1,23,15,21,178,32,23,30,6,3,6,17,49,0,479,10,21,1,0,1553,98,5,4,181,5,106,0,2,40,3,8,10,8,30,5,0,189,0,18,2,23,0,0,0,374,31,10,40,1,0,15,2,0,4,4,1,23,146,0,0,1,0,1,2,0,1,0
"TCGA.63.A5MU.01A0",0,1,5,49,1,270,40,181,33,92,21,127,56,0,3,1,2,1,5,0,11,26,12,0,8,3,9,9,1,76,0,149,0,8,0,0,40,17,4,1,387,2,5,1,0,1,2,15,44,3,16,2,2,9,2,39,0,13,0,5,7,376,0,44,55,2,0,2,0,4,2,0,1,0,0,0,0,12,0,1,0,0,0,0
"TCGA.98.A53H.01A0",17,86,21,364,26,37,500,3,16,300,87,4834,136,0,137,4,2,208,425,245,25,177,103,23,99,562,9,60,0,92,9,649,0,139,247,3,755,178,7,5,24,1773,4,5,0,80,31,0,5933,80,156,3,1,40,55,57,40,25,5,67,2,172,121,37,20,183,11,118,2,47,3,28,0,46,264,8,0,3,0,4,0,1,3,0
"TCGA.77.8009.01A0",2,922,2,556,0,9,52,43,65,40,18,267,8,0,12,53,4,1,312,21,31,80,42,44,87,26,135,15,15,4,0,2,0,15,37,0,42,30,20,1,56,18,0,30,257,16,12,25,0,55,6,23,1,76,13,8,1,3,2,3,0,199,1,57,60,7,1,2,49,0,8,122,0,40,1,1,0,143,1,4,1,1,0,0
"TCGA.21.1072.01A0",1,531,13,3501,1,4,71,55,0,55,400,270,50,0,34,71,1,4,5,15,0,52,61,53,40,7,2,37,4,16,0,13,1,28,9,20,172,119,7,6,1,40,0,1,1,11,7,2,1,122,7,4,0,2,7,103,2,28,1,0,16,244,12,43,588,11,4,2,10,3,7,0,5,61,0,0,0,1,2,43,0,0,0,0
"TCGA.92.8065.01A0",5,0,6,171,1,3,26,34,4,212,1270,217,5,0,20,0,11,1,12,16,25,61,7,27,76,16,0,103,3,30,0,75,0,66,10,1,161,131,8,10,37,49,98,2,6,8,561,6,13,35,15,6,2,200,184,8,1,25,2,3,12,27,1,126,710,15,1,1,103,47,4,6,0,356,0,0,1,16,0,1,0,2,0,1
"TCGA.60.2715.01A0",21,37,21,286,13,9,215,1,4,175,78,5444,31,2,111,7,0,37,40,163,20,358,21,20,34,389,2,32,5,42,17,69,1,281,108,9,519,420,5,47,134,2244,0,4,0,277,30,6,684,253,228,6,5,59,12,37,20,60,0,23,1,92,39,18,15,56,2,61,2,4,208,52,3,101,9,2,0,1,0,2,1,1,7,1
"TCGA.90.A59Q.01A0",40,2,3,252,0,60,23,9,1,1,6,535,49,2,44,1,1,0,35,136,9,71,5,0,90,8,0,153,4,18,0,15,0,13,9,4,148,363,12,6,46,31,3,2,0,4,74,6,8,425,21,17,0,7,5,74,1,18,0,1,1,6,4,1,42,0,0,2,2,9,10,11,0,34,0,4,0,2,0,0,52,1,2,0
"TCGA.58.8388.01A0",15,28,4,586,3,7,135,1,1,57,238,1195,9,0,1232,7,5,32,346,84,40,119,15,2,142,95,1650,111,23,16,1,71,0,90,39,98,59,4535,8,9,105,359,0,37,4,44,61,50,16,55,31,8,4539,8,15,30,169,49,341,722,2,113,84,28,207,11,1,261,5,1,4,68,6,665,0,0,0,1,1,2,0,1,0,28
"TCGA.34.7107.01A0",3,56,4,277,1,65,21,2,3,353,179,1225,4,11,33,4,1,2,49,16,8,194,85,3,11,183,46,11,18,20,0,6,0,49,11,7,52,113,7,0,43,67,3,3,0,32,8,0,1,5,52,2,0,9,1,6,42,223,0,9,23,73,57,15,81,24,0,18,8,4,8,2,0,25,0,0,28,3,3,1,31,0,0,0
"TCGA.43.8115.01A0",0,15,42,306,13,1,600,30,156,95,135,1068,21,4,67,3,1,3,501,16,8,197,30,153,63,52,4,59,5,32,6,148,0,89,55,81,175,819,2,3,40,87,4,15,0,55,85,1,37,836,142,8,11,49,43,4,9,61,5,11,1,35,1,8,555,1,5,17,5,10,12,5,2,292,9,1,0,0,0,31,30,0,55,0
"TCGA.37.A5EL.01A0",1,49,0,1569,0,188,897,289,4,236,0,215,419,0,3,25,46,0,85,126,0,30,71,1,39,12,0,912,37,244,0,39,0,17,9,3,30,99,89,21,409,86,0,3,0,3,8,68,1,1268,3,0,1,0,6,7,1,0,2,0,0,1,2,1,40,1,0,9,295,2,12,3,4,1078,0,1,0,222,0,0,0,4,0,0
"TCGA.37.4130.01A0",119,0,25,6,1,1089,153,0,0,47,55,553,2,12,20,2,3,2,3,5723,1888,926,21,0,8,4,0,80,5,1,98,30,0,26,3,9,1521,15,4,56,21,126,1,4,4,8,7,0,34,184,11,6,0,13,4,24,0,32,46,2,0,97,1,2,426,37,2,17,6,3,0,21,1,206,1140,0,0,3,1,2,3,1,2,0
"TCGA.63.A5M9.01A0",30,281,2,887,2,16,379,8,3,0,475,611,3,1,17,5,1,2,1980,30,13,99,85,31,31,13,68,74,2,15,0,10,2,20,16,8,156,122,2,59,11,128,12,6,17,13,24,2,11,184,61,412,0,10,24,1654,3,18,0,0,12,476,4,406,43,9,2,10,6,1,2,438,1,930,0,0,2,43,3,137,1,1,1,2
"TCGA.85.8350.01A0",13,25,30,529,18,139,3324,51,105,78,567,1142,75,0,55,31,10,42,761,35,15,245,43,4,35,208,16,63,8,82,2,148,2,74,68,13,447,7186,37,6,86,337,31,0,0,139,114,25,127,289,135,15,0,20,30,366,55,12,1,781,1,50,4,10,115,12,0,27,126,15,4,21,13,1194,0,2,0,65,4,40,68,1,2,0
"TCGA.77.8139.01A0",0,0,2,630,0,1,178,1,4,4,215,570,0,1,10,148,0,0,30,9,1,92,15,1,9,15,0,1,15,42,0,6,0,42,4,213,39,40,0,0,30,7,71,1,0,1,84,5,0,4,130,1,0,244,4,2,0,17,0,0,2,357,0,9,262,1,0,26,9,0,1,0,1,847,0,0,0,1,1,0,0,0,0,0
"TCGA.77.A5GB.01B0",1,0,0,89,0,3,4,37,1,23,9,308,12,0,3,3,1,1,15,6,2,452,3,0,120,2,0,5,1,6,0,148,0,11,3,80,23,220,0,0,3,31,0,2,0,0,6,5,7,3,6,0,0,0,0,2,0,1,0,0,0,1,0,2,217,0,0,2,131,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0
"TCGA.94.7033.01A0",15,5,11,441,8,16,213,0,6,123,40,653,56,1,7,20,5,7,9,35,11,118,20,5,15,21,0,99,0,37,0,177,0,47,12,2,100,25,2,9,50,217,43,4,1,21,84,4,213,7,68,207,3,74,7,23,9,49,0,1,15,60,7,1,0,2,5,30,53,25,1,4,0,55,2,0,1,3,0,2,0,1,1,1
"TCGA.66.2734.01A0",6,0,8,594,0,0,16,11,3,3,15,1014,98,0,32,47,0,3,12,203,26,188,11,3,17,23,3,10,2,6,1,168,0,25,6,1,217,190,0,7,12,306,75,1,0,27,21,6,12,33,99,0,1,3,1,31,5,17,0,5,10,5,1,2,74,7,0,248,0,1,1,9,0,4,0,0,1,1,3,2,0,3,0,0
"TCGA.68.8251.01A0",50,996,18,270,0,3,573,49,1,184,285,651,5,1,795,1,2,148,59,188,15,257,15,431,26,7,35,56,1,35,0,229,1,92,113,3,168,1237,2,13,31,86,8,0,9,8,49,8,15,94,11,2,1,10,0,71,2,49,0,6,0,88,247,76,59,3,1,80,8,1,6,5,2,4,298,1,0,0,0,0,0,1,1,0
"TCGA.94.8490.01A0",0,2,8,503,0,161,47,21,34,193,85,242,104,0,4,0,3,2,442,13,1,69,23,5,23,3,6,44,1,46,5,13,1,12,10,3,97,403,8,2,27,9,10,4,0,4,17,10,0,82,27,3,0,11,85,23,0,3,2,0,0,26,1,2,297,11,5,28,7,1,0,0,0,107,0,0,3,7,0,5,597,0,1,0
"TCGA.43.8118.01A0",21,1,10,47,1,11,265,0,0,199,21,520,20,1,16,2,4,1,47,31,7,111,30,2,17,11,0,106,15,82,0,42,0,51,5,5,103,188,5,0,23,213,11,0,4,53,18,2,3,15,49,40,0,1,3,68,1,15,0,1,4,3,0,1,8,11,0,1,6,0,0,33,7,458,0,1,1,7,2,2,1,0,0,0
"TCGA.60.2716.01A0",4,7,52,393,1,1,21,37,4,1186,348,148,8,0,10,0,2,44,194,2,4,53,21,0,1,42,2,94,7,30,2,257,0,32,20,2,876,94,6,0,137,832,1,1,4,7,21,5,94,18,18,5,5,10,0,30,105,34,8,1,7,21,4,20,98,11,0,16,11,2,2,31,2,226,0,1,0,1,0,3,94,1,2,1
"TCGA.60.2709.01A0",9,483,6,203,5,5,392,12,1,51,156,1702,40,2,61,11,1,1,241,21,20,215,31,51,30,111,1,31,6,13,1,33,2,100,50,5,177,392,3,13,56,356,1,2,6,30,21,3,40,137,42,8,2,15,15,21,0,129,1,4,2,80,5,17,82,4,2,6,6,2,5,84,40,649,0,1,1,2,0,2,0,0,0,6
"TCGA.60.2721.01A0",9,16,7,98,1,7,23,13,5,412,73,661,18,2,31,23,1,2,1181,13,42,158,44,0,92,17,8,16,2,16,1,297,0,37,12,9,189,248,3,5,677,46,0,1,50,7,20,11,39,17,43,9,8,11,5,13,16,7,3,11,0,37,3,5,25,3,0,21,2,2,24,3,1,7,0,1,0,0,0,1,0,0,2,0
"TCGA.43.6773.01A0",1,55,3,749,1,55,33,24,4,1,6,3418,7,0,31,2,2,4,34,197,3,206,8,39,10,181,0,13,10,160,2,7,3,37,13,15,149,277,21,5,17,356,150,0,0,37,6,0,126,148,282,0,2,7,4,30,3,259,1,1,0,297,5,253,200,31,0,12,1,0,2,606,1,3,3,1,0,2,1,1,0,0,0,0
"TCGA.22.1012.01A0",13,1,1,554,0,133,761,55,1,335,103,715,55,9,40,2,4,3,1025,17,10,122,7,0,16,25,40,17,3,193,0,43,26,120,92,12,1192,80,177,1,7,130,226,0,1,17,5,4,94,66,196,0,0,5,5,7,17,18,1,3,0,7,30,105,73,7,24,21,0,2,1,11,4,713,1,0,3,1,0,1,23,0,2,1
"TCGA.66.2757.01A0",133,21,3,60,1,5,71,3,1,12,1,674,6,9,15,0,3,0,47,13,8,177,21,0,5,13,1,25,21,42,1,312,2,738,21,10,184,80,2,3,80,106,11,28,24,10,103,27,156,1387,47,3,1,23,6,3,28,146,0,11,0,37,1025,3,135,11,0,32,0,0,1,24,0,528,1,1,3,2,0,3,2,1,0,0
"TCGA.43.7657.01A0",3,37,24,1505,0,7,332,106,20,57,217,519,201,0,12,61,3,1,5682,15,43,211,84,306,18,6,169,9,5,53,6,1,55,39,10,31,409,215,99,1,200,33,44,78,1,5,56,11,3,205,126,31,0,21,7,107,113,32,1,3,6,11,0,21,60,10,1,12,17,85,39,3,42,3033,0,0,0,1,149,55,427,4,0,0
"TCGA.58.A46K.01A0",3,9,2,1124,0,9,257,9,2,126,10,225,33,0,6,35,2,3,47,20,3,215,23,92,4,7,0,61,5,15,0,4,6,666,13,6,37,17,1,2,13,44,39,0,2,15,8,0,16,196,34,2,0,8,2,142,0,15,0,0,1,9,3,35,73,8,0,13,11,4,4,6,0,465,0,0,1,2,1,0,4,0,1,1
"TCGA.68.8250.01A0",7,247,5,713,30,13,392,7,2,60,440,1554,9,0,15,265,0,5,2371,12,16,61,20,0,8,50,0,34,5,4,0,81,2,17,35,17,228,28,5,3,34,1000,8,0,0,51,122,1,153,129,59,3,2,8,3,270,6,7,1,196,1,98,5,3,211,13,1,398,1,4,2,18,0,84,0,2,0,2,0,5,0,0,0,0
"TCGA.58.A46M.01A0",0,2,0,453,1,20,161,67,47,322,18,159,35,0,4,1,2,2,7,5,4,64,79,8,1,4,0,30,5,15,0,5,1,4,17,1,17,92,7,2,63,5,0,6,0,2,15,1,0,21,4,1,0,1,3,2,0,2,0,1,0,12,6,8,71,1,1,5,10,0,88,873,0,713,0,0,0,63,0,2,1,0,0,1
"TCGA.56.5898.01A0",9,47,8,368,31,8,248,7,40,337,222,1610,24,1,16,4,2,3,395,13,27,122,55,11,9,43,1,13,4,15,0,87,1,53,9,8,308,438,1,3,10,665,4,7,2,79,37,2,3,23,129,2,0,3,5,243,1,143,0,0,3,80,1,11,49,9,0,2,5,1,3,33,5,1038,1,0,4,2,1,4,1,0,1,0
