"","x"
"1",0.641848873834588
"2",0.607568528738646
"3",0.536151140344264
"4",0.410230504142954
"5",0.340446980187082
"6",0.289291131809501
"7",0.914472853428132
"8",0.745226393461038
"9",0.677664378898041
"10",0.438099365557659
"11",0.913968594673052
"12",0.874319926735989
"13",0.046941595447232
"14",0.859274059128799
"15",0.749948965794146
"16",0.368547216831069
"17",0.253570503148192
"18",0.570222361207711
"19",0.95901049097379
"20",0.00697104247284514
"21",0.0940467773496204
"22",0.616314501326616
"23",0.21499018977002
"24",0.0834421664733544
"25",0.397315955560126
"26",0.157046726350455
"27",0.434433697042995
"28",0.88932902518128
"29",4.73088182454172e-06
"30",0.145885362231077
"31",0.44971191719987
"32",0.185800841655267
"33",0.78214975634884
"34",0.497857020505059
"35",0.548751815167127
"36",0.552275035387177
"37",0.86700679779063
"38",0.0529715109829765
"39",0.0708848987040177
"40",0.487910053218926
"41",0.99884313477125
"42",0.790987222096306
"43",0.939168048641843
"44",0.710740502195645
"45",0.0461964926732457
"46",0.876615792010166
"47",0.000436187295827965
"48",0.00058828194950034
"49",0.0523020066218845
"50",0.660861299075869
"51",0.846061660061213
"52",0.947517379230794
"53",0.910145684193929
"54",0.806356848917298
"55",0.339277514678651
"56",0.860031942751912
"57",0.866719376085066
"58",0.0447985806028897
"59",0.326731531474517
"60",0.033490613281164
"61",0.81944658466024
"62",0.737444982489403
"63",0.0300686866899152
"64",0.899990397210443
"65",0.750214099384968
"66",0.101956495661213
"67",0.65401420714761
"68",0.0513324042859701
"69",0.349316105462486
"70",0.372763521039827
"71",0.786395186223158
"72",0.000125876198314375
"73",3.1249162369618e-07
"74",0.505055083977883
"75",0.000232889973516667
"76",0.388449114443833
"77",0.093172013827048
"78",0.0351110558896194
"79",0.541847114540823
"80",0.971077650959336
"81",0.49368307223194
"82",0.560515311693917
"83",0.262592304179458
"84",0.154966887096084
"85",0.353380315339204
"86",0.904541500949317
"87",0.737566454571536
"88",0.496258572847889
"89",0.799790350350257
"90",0.759726544109569
"91",0.98496724252993
"92",0.00604727147596086
"93",0.442211107080145
"94",0.0300051200524043
"95",0.500910423495516
"96",0.7649352193962
"97",0.0481709820672311
"98",0.918470340339645
"99",0.15197718027489
"100",0.533196346274372
"101",4.57701316953131e-09
"102",0.898187428754341
"103",0.0663341688285324
"104",0.781455831526744
"105",0.118281286522101
"106",0.374394238288734
"107",0.680455062941821
"108",0.526047570149012
"109",0.647554642144615
"110",0.406514441343969
"111",0.200627928312134
"112",0.0384707650800874
"113",0.847656899808418
"114",0.892705169585996
"115",0.512626805694423
"116",0.873799138594048
"117",0.133958435372793
"118",0.986126150677688
"119",0.037664169994517
"120",0.0351708802798965
"121",0.96287603271178
"122",0.0240450437477322
"123",0.125132770639272
"124",7.24886673941641e-05
"125",0.591700677209245
"126",0.194760884458454
"127",0.00296660855847273
"128",0.12295060180278
"129",4.30223021759144e-08
"130",0.962548160570101
"131",3.08214668452107e-09
"132",0.162525425704307
"133",0.371430289841568
"134",0.0395080041979107
"135",0.0288751284847603
"136",6.86011983800678e-08
"137",0.0724101312028028
"138",0.874942894979462
"139",0.0148047273562586
"140",0.85824449985063
"141",0.627311074993878
"142",0.00466426571109421
"143",0.360809956565462
"144",0.860356279797608
"145",0.0614075082566054
"146",7.10431447204157e-05
"147",0.107227402905524
"148",0.961493515739755
"149",0.312406048740467
"150",0.0243308568328386
"151",0.338796028183519
"152",0.26548944698381
"153",1.18013772529118e-08
"154",2.26664853658261e-09
"155",0.748504713296136
"156",0.556811955910288
"157",0.110319459349143
"158",0.188251732438457
"159",0.251806225551909
"160",0.464515212054517
"161",0.653296729490183
"162",0.434825711988475
"163",6.25532291840773e-07
"164",0.00329155109506429
"165",0.179767902501667
"166",3.12021580912762e-11
"167",0.44817047472586
"168",0.243054717678482
"169",0.196177229285932
